satellite_name,norad_id,horizon_h,future_x_km,future_y_km,future_z_km,vel_x_km_s,vel_y_km_s,vel_z_km_s,altitude_km,velocity_mag_km_s,sgp4_risk_score
COSMOS 1754,16764,6,2953.081,-5713.9947,-4499.6445,3.884379,-2.307246,5.500157,1478.6639068541872,7.1178305223435885,0.0009067688256217474
COSMOS 1754,16764,12,5105.7717,-5787.5446,1342.5493,0.7038,2.214861,6.745543,1462.7102175431883,7.134654445323193,0.0009107631310315135
COSMOS 1754,16764,24,436.097,2829.4757,7265.2977,-4.641243,5.158448,-1.726998,1438.0117172357204,7.150751320368861,0.0009157050314812596
COSMOS 1755,16765,1,-1028.2729,-5927.6004,4963.2309,3.245771,3.758068,5.158235,1428.1956396585783,7.159992513424159,0.0009180424295315662
COSMOS 1755,16765,6,-1494.6652,1908.9867,-7459.8742,-3.098204,-6.329738,-0.981178,1472.9771392255834,7.115276624414823,0.0009071006325137373
COSMOS 1755,16765,12,-3563.6136,-3916.629,-5760.9758,-1.071902,-5.492609,4.426909,1453.8429237864957,7.135492331911372,0.0009119023092745303
COSMOS 1755,16765,24,-769.9693,-5444.8985,5530.8723,3.422687,4.235062,4.647765,1428.3795135992723,7.159068091521269,0.000917902261204044
COSMOS 1758,16791,1,-1739.1189,3696.2224,5519.8704,1.024392,-6.125626,4.405501,495.9908847613251,7.614532941851456,0.0011088602081515816
COSMOS 1758,16791,6,51.6616,-3332.8911,5991.6201,2.159233,-6.381356,-3.571682,485.40893092716396,7.62501828562719,0.0011121008624840132
COSMOS 1758,16791,12,-1758.1304,4030.6762,5275.1231,0.861356,-5.880483,4.75998,496.6267263738355,7.614422110208035,0.0011087414056687548
COSMOS 1758,16791,24,683.5443,971.7839,-6769.1892,-1.925563,7.30832,0.844408,501.6646348965942,7.604758967898523,0.001106522633053365
COSMOS 1759,16798,1,422.762,-950.9853,7259.6387,4.391765,5.906759,0.523562,962.8567482599346,7.379127242916333,0.0010061728086885717
COSMOS 1759,16798,6,-3060.9157,-5078.4386,4326.1481,3.190151,3.112576,5.880454,968.9796266481608,7.378680912242581,0.001005272669348279
COSMOS 1759,16798,12,4076.7702,5886.2166,-1769.4717,-1.750183,-0.889999,-7.078414,1004.5427747945769,7.345691492901537,0.0009959526664267944
COSMOS 1759,16798,24,4124.2834,4703.588,3868.8745,1.740153,3.602713,-6.182166,984.3819434486068,7.363888230774147,0.0010011564711922426
COSMOS 1763,16860,1,-4631.8837,2077.7864,-5040.2873,3.24725,-4.624172,-4.86338,782.7430063493293,7.45520383842615,0.001042140293802735
COSMOS 1763,16860,6,-4668.379,2182.6004,-4961.92,3.135762,-4.608805,-4.950342,782.8910447476874,7.455197701311012,0.001042117870495741
COSMOS 1763,16860,12,2069.0528,763.4831,6787.0588,-5.327503,5.125093,1.069063,765.3893593210623,7.469388339859362,0.0010466621093345137
COSMOS 1763,16860,24,-3983.3519,4932.7849,3324.8076,-3.873757,1.113855,-6.268117,788.1762658785947,7.452245096731789,0.0010409361105201435
COSMOS 1766,16881,1,931.3912,4276.2091,5173.9116,-2.740144,-5.280551,4.845135,405.63744632799535,7.67254463477157,0.001132205270761391
COSMOS 1766,16881,6,-2327.22,-4181.5049,4805.8235,-1.360415,-5.365945,-5.304962,411.09965057107274,7.667249607042541,0.0011305126733720191
COSMOS 1766,16881,12,-856.9137,244.0374,6715.8922,-2.829262,-7.12872,-0.097705,403.73714500181177,7.670261962284536,0.0011321859133595188
COSMOS 1766,16881,24,2515.4434,6288.4407,416.2009,-1.110397,-0.072971,7.587493,414.65878343295844,7.66866065812662,0.0011301276564111198
EGS (AJISAI),16908,1,-5855.3378,4753.378,2248.2274,-4.187193,-2.746465,-5.057078,1498.8227175142638,7.1168597789726045,0.0009043227572501801
EGS (AJISAI),16908,6,7396.3439,-2348.6585,1223.9742,0.592007,4.677224,5.348311,1485.2212722755648,7.129609188934973,0.000907511250236193
EGS (AJISAI),16908,12,6047.5888,1510.2595,4775.7154,-3.86896,4.984078,3.321463,1481.4946120976647,7.130357736611327,0.0009080372657150501
EGS (AJISAI),16908,24,-3178.3397,5748.247,4323.5325,-6.009767,-0.452803,-3.792481,1492.6581881565362,7.120761341770906,0.0009055278308631842
JAS 1 (FUJI 1),16909,1,-2314.0429,-4535.4293,-6003.8356,6.572027,-2.667737,-0.507877,1501.1633233925131,7.110998427578719,0.0009033093109803811
JAS 1 (FUJI 1),16909,6,-2106.8073,5431.8151,5280.7825,-6.621317,-0.006859,-2.618008,1492.2001177782286,7.120101947896112,0.0009054967241388127
JAS 1 (FUJI 1),16909,12,-6311.5764,4199.0427,2120.5057,-3.825578,-3.155544,-5.102365,1500.7533417398654,7.1152395295762885,0.0009038951324665913
JAS 1 (FUJI 1),16909,24,-5221.3681,-2674.2379,-5254.4007,4.933775,-4.364016,-2.674291,1504.4656940180057,7.109050833378673,0.0009026832329138985
COSMOS 1771,16917,1,-3396.4466,-1481.3701,6349.7558,5.612738,-4.282818,2.04337,980.8504881056451,7.349878831291575,0.0009997318148924192
COSMOS 1771,16917,6,-6282.656,1887.9788,3255.6438,1.735674,-4.160319,5.847304,952.6225268690541,7.383209497532425,0.0010081362700555302
COSMOS 1771,16917,12,6514.7712,-3094.8332,-1443.3301,0.15195,3.436907,-6.498139,984.503932548585,7.352634153313356,0.0009996098460062634
COSMOS 1771,16917,24,5388.8252,-4552.4856,2135.4994,3.535209,1.255733,-6.30549,999.5440682328717,7.337150140284033,0.0009954692723305506
COSMOS 1777,16952,1,-3966.6868,-5917.8415,526.4995,2.021223,-0.694233,7.167663,772.7142938331981,7.479484925821229,0.0010470022481551206
COSMOS 1777,16952,6,-4155.8594,-5811.9932,-59.3058,1.651991,-1.230485,7.18867,774.204649786333,7.477977264488439,0.0010465728598427278
COSMOS 1777,16952,12,2836.1855,5613.8348,-3462.1485,-3.621224,-1.979382,-6.190464,808.5237716824604,7.439963769763668,0.0010362753862740084
COSMOS 1777,16952,24,-1586.692,1181.3772,-6896.2595,-4.452111,-5.959204,0.018798,803.3737484803569,7.438666415073403,0.0010368384302043125
NOAA 10,16969,1,-889.4193,6765.1937,2236.5265,1.475548,-2.129133,6.983756,809.5963035763561,7.448711103239875,0.001037338793092989
NOAA 10,16969,6,-1120.5857,6994.1659,1188.7277,1.322076,-1.033516,7.255961,811.4189861434979,7.447483488102072,0.0010369046281579984
NOAA 10,16969,12,476.7835,-5852.9108,-4119.1784,-1.713802,4.07323,-6.003308,801.9713529091587,7.454396479324667,0.0010392341071181568
NOAA 10,16969,24,-977.6149,-644.9897,-7085.3085,-1.526895,7.266499,-0.459931,810.4580097623875,7.439418833671552,0.001035920397161481
COSMOS 1782,16986,1,-6302.7532,-1998.2201,-1776.4502,-1.549351,-1.568338,7.304819,475.41196403154663,7.630239395078375,0.0011144873307602232
COSMOS 1782,16986,6,-3465.8946,-1991.4868,5540.5207,6.08896,1.539912,4.350035,460.9700438462032,7.639997863256835,0.0011182715694338342
COSMOS 1782,16986,12,-6465.124,-2157.7644,-626.1843,-0.329431,-1.160029,7.537249,473.40518371391045,7.6331064811518905,0.0011152329934111258
COSMOS 1782,16986,24,3501.5321,1951.0454,-5558.0052,-6.0843,-1.451326,-4.346522,481.6437966246731,7.6169092908318135,0.0011115285599090363
COSMOS 1791,17066,1,2136.6906,-1439.2805,6851.8818,-3.933993,5.761894,2.443319,949.1953033358241,7.392261570524003,0.0010098448557998635
COSMOS 1791,17066,6,4333.9402,-5269.5596,2675.9688,-0.960577,2.702177,6.811126,957.8542797426144,7.390257512437168,0.0010083782853841528
COSMOS 1791,17066,12,-4387.4981,5932.5206,-19.927,-0.731293,-0.526683,-7.286002,1007.7083783177777,7.341526379326169,0.0009949609068301347
COSMOS 1791,17066,24,-2590.7925,4623.9651,5092.8821,-3.566142,3.798247,-5.206212,979.5582855028551,7.3653711668942385,0.0010020152049430855
POLAR BEAR,17070,1,-6411.8803,109.4063,3587.9249,3.630884,-0.117343,6.413841,977.2912168780967,7.371190159966435,0.001003116226944809
POLAR BEAR,17070,6,-6936.7169,161.3393,-2513.3645,-2.471201,0.006279,6.912335,1008.7745785579627,7.340793483028044,0.0009947178473929028
POLAR BEAR,17070,12,5443.7006,-146.8249,4908.0841,4.965035,-0.068674,-5.468552,960.0792729565528,7.386565483782365,0.0010075686278595423
POLAR BEAR,17070,24,195.0844,-52.2158,7318.2929,7.387225,-0.156751,-0.201764,950.078840108431,7.3916420901124535,0.00100963836772491
COSMOS 1794,17138,1,877.3073,2381.0985,-7460.2161,-6.903329,-1.167902,-1.174604,1508.982387292166,7.099270449888566,0.0009009246595953523
COSMOS 1794,17138,6,3579.1709,-1248.9527,6874.591,6.18768,2.147093,-2.809994,1479.499894626144,7.126952954319609,0.0009078342844381388
COSMOS 1794,17138,12,7173.4249,560.9702,3180.9563,2.587667,2.350972,-6.198518,1496.095737547481,7.116510046644844,0.0009045917685582117
COSMOS 1794,17138,24,3948.1161,2614.6123,-6301.9523,-6.00375,-0.072079,-3.786974,1511.7927164086832,7.0986887184477245,0.0009005296693481763
COSMOS 1795,17139,1,103.9453,-4474.4369,6454.4204,3.560803,-5.042466,-3.548154,1483.3575738191257,7.12005464681845,0.0009065101225530752
COSMOS 1795,17139,6,-2332.8396,6879.9312,-2976.7617,-2.837541,1.763358,6.29576,1479.904669822994,7.127248020129859,0.0009078250621900049
COSMOS 1795,17139,12,-3798.4087,6394.7634,2515.11,-0.665553,-2.936071,6.45991,1480.5403524604808,7.126984700485192,0.0009077180248142989
COSMOS 1795,17139,24,-1073.5593,-2691.8437,7298.8914,3.307881,-6.058489,-1.744293,1482.1756471404706,7.119685649179393,0.0009065995680068408
COSMOS 1796,17140,1,5265.0397,5330.8405,-2376.5176,-0.016265,2.907855,6.494216,1489.428702184513,7.115527155868777,0.0009052339796544788
COSMOS 1796,17140,6,-4202.848,-6152.2494,-2431.2235,2.896549,0.576658,-6.496593,1466.407205055547,7.136403237346808,0.0009105566484721434
COSMOS 1796,17140,12,-800.9918,-3952.3176,-6730.8839,4.765386,4.291723,-3.100485,1475.476938742394,7.123257490288415,0.0009078287677259275
COSMOS 1796,17140,24,5288.9119,4565.3616,-3602.1693,0.90681,3.693877,6.012252,1489.7085743321295,7.114366154390214,0.0009050540529668056
COSMOS 1797,17141,1,-7116.111,3052.1197,1252.2345,-1.804392,-1.38836,-6.754089,1472.6319183423784,7.127488491690814,0.0009086974715148401
COSMOS 1797,17141,6,6794.1275,-1488.9479,3576.7146,-2.57316,2.828658,6.037477,1450.1266237687141,7.1465786913804425,0.0009137530991585926
COSMOS 1797,17141,12,2669.0441,1194.014,7248.3327,-6.241236,2.972917,1.810897,1444.8680112851252,7.1463704242919,0.0009143412368240412
COSMOS 1797,17141,24,-6919.718,3289.7538,1674.5471,-2.197758,-1.178786,-6.677602,1471.7728039422918,7.1281165205658645,0.000908877089615908
COSMOS 1798,17142,1,373.4778,7309.0285,2838.2281,-1.973578,2.567994,-6.338174,1478.6447071529738,7.117728075755354,0.0009067579924056101
COSMOS 1798,17142,6,1068.9541,-7391.71,2293.0039,1.751902,2.277458,6.54918,1441.6760125722622,7.151764413888925,0.0009154052212558425
COSMOS 1798,17142,12,2122.1374,-3121.2361,6852.9533,0.489884,6.528793,2.839941,1452.5893852120635,7.136553037271285,0.0009121839971254887
COSMOS 1798,17142,24,424.8666,7440.2913,2466.0602,-1.938733,2.257864,-6.465792,1478.834340078477,7.11780174457318,0.000906745472096424
COSMOS 1799,17143,1,2290.9202,-1159.1658,7407.4724,5.944108,3.702981,-1.269857,1468.8104614473577,7.117374867356221,0.0009078503750002952
COSMOS 1799,17143,6,-6055.2318,-1808.088,-4599.24,-3.108379,-3.467034,5.417209,1444.882736138973,7.143423416995383,0.0009139624605632475
COSMOS 1799,17143,12,-6550.9464,-4024.4347,1512.9913,2.158546,-1.020697,6.715771,1464.822615661532,7.12760291573303,0.000909617696231028
COSMOS 1799,17143,24,3296.1188,-566.1571,7087.9405,5.619349,3.698899,-2.332032,1466.3358698689244,7.120204368206434,0.0009084980516887707
COSMOS 1800,17144,1,-3193.2527,-256.5248,7133.2318,5.198267,-4.395318,2.130287,1448.5692778824823,7.132946293557944,0.0009121917128777617
COSMOS 1800,17144,6,-1577.0516,3516.4597,-6821.0255,-5.746193,3.067386,2.875007,1463.4731438965882,7.119919670634915,0.0009087936788936033
COSMOS 1800,17144,12,-5865.2617,4874.5272,-1873.0884,-2.541628,-0.508008,6.619006,1482.073945102089,7.108388386018591,0.0009051727305397457
COSMOS 1800,17144,24,-1607.6473,-1484.6457,7495.4266,5.688593,-4.306485,0.33113,1437.336737853545,7.142517094958472,0.0009147296453459432
COSMOS 1801,17145,1,2295.3308,6530.2394,-3673.7302,-1.052266,3.698886,5.990789,1465.3807771912816,7.118888552173928,0.0009084408676125463
COSMOS 1801,17145,6,-839.8067,-7491.5238,-2063.0821,2.221655,1.526364,-6.61056,1444.6581226837025,7.138980425321322,0.0009134202537085864
COSMOS 1801,17145,12,1400.296,-3255.9285,-7003.518,2.00153,6.316414,-2.55829,1478.2779069830522,7.1026794862499605,0.000904883171473788
COSMOS 1801,17145,24,1882.4228,7521.7834,-1010.0854,-1.717329,1.298515,6.80356,1448.2719373205427,7.13609058049756,0.000912628520621948
COSMOS 1802,17159,1,-648.4509,631.0034,-7290.8883,-5.105502,-5.315238,0.006681,975.8160493916857,7.370071255042857,0.0010031653447554465
COSMOS 1802,17159,6,3570.245,4516.6828,-4593.8255,-3.731241,-2.852628,-5.662354,994.4806767984319,7.356758710721794,0.0009988158320604775
COSMOS 1802,17159,12,-4802.0271,-5268.0006,1846.0375,1.910695,0.70747,7.074216,992.3653340127721,7.361779757543756,0.000999784666874847
COSMOS 1802,17159,24,-4566.9062,-3886.3137,-4246.1046,-2.496076,-3.584219,5.942495,976.7527645224491,7.374975800825519,0.0010037049472369991
COSMOS 1803,17177,1,-5319.6349,-5747.7963,854.9139,0.151132,-1.191789,-7.013299,1507.2330221950724,7.115445507158776,0.0009031778429392324
COSMOS 1803,17177,6,4508.1049,5610.2186,3207.3442,-2.581019,-1.612989,6.42922,1508.379375716314,7.113245560282732,0.0009027672385220146
COSMOS 1803,17177,12,1900.7877,3412.2057,6836.6743,-4.516866,-4.316061,3.40242,1502.770196282354,7.113854291034995,0.0009034876702896209
COSMOS 1803,17177,24,-4288.8627,-3609.8492,5528.4789,-2.935013,-4.151104,-4.979424,1502.3368690750904,7.116222951872785,0.0009038382416766518
COSMOS 1805,17191,1,3927.812,5503.7608,-712.7318,-0.36564,1.226387,7.551103,428.04968872061363,7.658777591755619,0.0011264482453277646
COSMOS 1805,17191,6,269.8085,1893.0053,6512.0363,-4.453796,-5.936255,1.907173,415.9641567506478,7.662423316847614,0.001128991275020392
COSMOS 1805,17191,12,3072.1421,5105.8404,3261.1385,-2.86271,-2.534761,6.641302,421.8409070908483,7.663355278624696,0.0011281517384906135
COSMOS 1805,17191,24,2409.2486,1978.2192,-6048.5397,3.639518,5.823031,3.357973,433.6059784771296,7.643936418365475,0.0011233473977101886
COSMOS 1808,17239,1,5650.9755,3847.3151,2788.4198,1.74573,2.36771,-6.727628,1012.1323001365954,7.34265635743523,0.0009945177817414139
COSMOS 1808,17239,6,2163.033,541.4287,7009.6348,5.503159,4.458127,-2.014018,984.7349616230549,7.363146326926691,0.0010010075628529716
COSMOS 1808,17239,12,504.0416,1495.7186,-7222.9827,-5.869507,-4.197371,-1.260427,1022.423506699437,7.32514245301885,0.0009907646229627297
COSMOS 1808,17239,24,4950.5375,4202.0896,-3548.9209,-3.312763,-1.465909,-6.366573,1029.014736457707,7.325062433507239,0.0009898713305824649
COSMOS 1809,17241,1,-1965.1927,86.9333,-7062.9118,6.044646,-3.841297,-1.718206,960.7298669114516,7.365157144688836,0.0010045592620546815
COSMOS 1809,17241,6,-5488.725,2647.5469,-4088.2236,3.153483,-2.800724,-6.036872,967.1999779865346,7.364260553500874,0.0010035513580431874
COSMOS 1809,17241,12,6074.5883,-3277.6771,2431.7441,-1.657215,2.050383,6.899606,947.2764059747087,7.386135319512499,0.0010092725267226022
COSMOS 1809,17241,24,6071.5052,-3896.0572,-1238.8216,1.565819,0.152005,7.216008,948.6390659598392,7.385503782197258,0.0010089983557445782
METEOR 2-15,17290,1,-5251.7345,3003.1395,4110.9314,2.979177,-3.052188,6.031135,943.3228729976399,7.386875968425217,0.0010099193181224502
METEOR 2-15,17290,6,-5871.0444,4272.0572,-911.7524,-1.306389,-0.255734,7.265099,946.8499236967791,7.386048712124636,0.0010093195117608267
METEOR 2-15,17290,12,5391.2036,-4236.9733,2597.6516,2.678857,-0.791634,-6.820484,961.4493067834028,7.370343357718215,0.0010051679935788654
METEOR 2-15,17290,24,3494.3598,-3401.2,5467.9083,4.885149,-2.728104,-4.800636,955.4406794203232,7.372471647386174,0.0010062828554792166
COSMOS 1814,17303,1,1779.4356,-1651.9094,-6748.9838,7.104686,1.643224,1.463815,801.4457511380424,7.437708156885225,0.0010369835360142102
COSMOS 1814,17303,6,1355.7477,-1752.6411,-6821.2152,7.212193,1.489896,1.04252,801.0833414131166,7.437900638652347,0.0010370627730584704
COSMOS 1814,17303,12,-4786.493,762.9037,5227.069,-5.441959,-2.195486,-4.649762,757.449173928625,7.487012968502258,0.0010503003929501291
COSMOS 1814,17303,24,-6791.8541,-1442.9263,-1699.8148,2.084059,-1.715761,-6.965935,777.4745769441979,7.470701985009642,0.001045076387220389
COSMOS 1816,17359,1,-2424.0135,-4776.521,5058.3999,-1.150161,-5.019318,-5.246208,996.3878586608471,7.351130653872845,0.0009977933556506204
COSMOS 1816,17359,6,-693.2591,730.2058,7273.9405,-2.608795,-6.877923,0.463392,972.2975622418226,7.3706423255790945,0.0010037237716578277
COSMOS 1816,17359,12,-439.3865,-3479.7826,-6500.6458,2.668851,5.948992,-3.347528,1015.497360501975,7.329339341785792,0.0009922618237133848
COSMOS 1816,17359,24,-2303.5013,-6733.2089,-1993.2166,1.519858,1.545648,-7.004159,1019.2051896179755,7.331932854121687,0.0009921149231988645
COSMOS 1818,17369,1,-1600.9245,-5935.5198,-3680.167,4.415018,2.269896,-5.566555,793.9831610954461,7.458642393838506,0.0010409853346672992
COSMOS 1818,17369,6,-2110.5678,-6114.3255,-3083.5917,4.226309,1.549126,-5.947199,794.7526143913155,7.45859605240544,0.0010408670873490655
COSMOS 1818,17369,12,-45.4657,4649.6157,5452.087,-4.811943,-4.350574,3.673393,794.6294868721752,7.454938342949189,0.0010403745207042932
COSMOS 1818,17369,24,-3934.2508,-891.5915,5925.6449,-2.731752,-6.356252,-2.766434,797.4400144709934,7.4510110423595535,0.0010394187615880347
COSMOS 1821,17525,1,4331.7255,2021.011,5559.3589,4.401685,3.59595,-4.718431,960.7666798992223,7.387102161435565,0.001007547359859125
COSMOS 1821,17525,6,-620.4558,-1469.2085,7158.3577,6.168537,3.839197,1.302956,962.868281976107,7.381597162072311,0.0010065080089062281
COSMOS 1821,17525,12,3034.6854,2872.6247,-6088.6977,-5.373917,-2.88546,-4.070797,1013.6819718934776,7.3332292715895635,0.0009930325096598953
COSMOS 1821,17525,24,6070.6565,4034.6704,-1014.2898,-1.318508,0.224202,-7.241975,988.3627017570243,7.36443696310132,0.0010006894973858382
MOS 1A (MOMO 1),17527,1,-101.9284,-1162.945,-7174.9622,-6.877516,2.696347,-0.33319,898.3131066958731,7.39469600800229,0.0010172482460813147
MOS 1A (MOMO 1),17527,6,3104.0445,-2263.775,-6173.9691,-6.123215,1.800416,-3.734308,900.7029612299257,7.394613982362094,0.0010169026460221885
MOS 1A (MOMO 1),17527,12,-2869.6535,2175.2651,6294.2111,6.264942,-1.866039,3.500003,880.4676332935169,7.414959259017813,0.0010225460050285076
MOS 1A (MOMO 1),17527,24,-2410.8189,2009.3457,6537.2427,6.486656,-1.974811,2.999253,880.5556971872584,7.414317440335692,0.0010224450793657374
COSMOS 1823,17535,1,3846.4837,-6576.4292,2093.6827,2.701793,-0.506092,-6.540506,1530.1622642025022,7.094648212797376,0.0008979246312837834
COSMOS 1823,17535,6,-4792.4243,5928.4192,1925.5583,-0.567792,-2.598974,6.614571,1491.649658280472,7.1294882791109915,0.0009067539047225182
COSMOS 1823,17535,12,-4188.0308,3030.8037,5934.008,2.124508,-5.315257,4.232455,1499.0587033227603,7.1189301545343175,0.0009045587107919139
COSMOS 1823,17535,24,1032.7135,-4822.8824,6163.4987,4.173559,-4.170674,-3.943914,1523.0108970164029,7.097011623222341,0.0008990374748411744
COSMOS 1827,17582,1,-4354.8314,-5955.2764,2467.5916,2.116073,1.240259,6.727191,1408.3882681875111,7.160384492392221,0.0009204302762048012
COSMOS 1827,17582,6,1194.4893,2962.4492,-7096.2329,-4.406159,-4.899452,-2.781397,1410.9940453226727,7.152274904196147,0.0009190799764868729
COSMOS 1827,17582,12,-3435.831,-2933.2702,-6332.643,-3.284535,-4.899866,4.051876,1407.9058415832524,7.156434594374282,0.000919979588404135
COSMOS 1827,17582,24,-1723.0747,-3493.3493,6734.3803,4.304483,4.547906,3.46148,1408.739955719514,7.15498893587719,0.000919695128192168
COSMOS 1828,17583,1,1550.6739,-364.4358,7607.5613,6.320561,3.156537,-1.148147,1401.5408927660546,7.157615435373641,0.0009208848861812065
COSMOS 1828,17583,6,-6246.2968,-2359.7014,-4010.086,-3.028649,-2.296545,6.05379,1417.7870774754265,7.148091148434385,0.0009177412448603345
COSMOS 1828,17583,12,-6055.8652,-3343.1171,3579.2688,3.354948,0.663454,6.277647,1417.5236346522624,7.148755076894787,0.00091785753144395
COSMOS 1828,17583,24,6067.7956,2169.3641,4333.6807,3.342431,2.381285,-5.878167,1394.6340662756356,7.1690453005177055,0.0009231757818271688
COSMOS 1829,17584,1,-966.9213,4336.6755,-6408.2912,-0.339407,-5.931864,-3.965216,1426.9412216745632,7.143188752427099,0.0009160352135730949
COSMOS 1829,17584,6,936.4477,1710.4974,7533.4094,-0.392941,6.978959,-1.532603,1410.708863626961,7.156056407601255,0.0009195996063345273
COSMOS 1829,17584,12,189.8883,7252.5545,2835.3617,-0.925383,2.612923,-6.596513,1418.408213193993,7.1552556949271215,0.0009185878437860376
COSMOS 1829,17584,24,-1008.9357,-33.7565,-7732.732,0.139402,-7.139044,0.013305,1427.348218170996,7.140417296948757,0.0009156320155479607
COSMOS 1830,17585,1,-3066.4356,-7038.2465,1283.1495,1.33191,0.704838,6.999222,1412.7274954265877,7.159601208141972,0.0009198165290792454
COSMOS 1830,17585,6,1023.832,4212.0421,-6480.2044,-2.980755,-5.21775,-3.861421,1425.318341510676,7.142855701452046,0.0009161831762847167
COSMOS 1830,17585,12,-2156.675,-2422.9682,-7085.8972,-2.442546,-6.088621,2.830279,1422.0713510658998,7.144775424154212,0.0009168112419729075
COSMOS 1830,17585,24,-1612.8842,-5112.1475,5636.5475,2.817698,4.458791,4.842724,1407.5676846140595,7.160461922324634,0.0009205373293193767
COSMOS 1831,17586,1,-6728.2079,-3910.438,80.5784,0.526077,-0.765305,7.096831,1411.4674606459475,7.157336026449715,0.0009196743915271898
COSMOS 1831,17586,6,4019.7481,3196.5855,-5838.2919,-5.00081,-2.184016,-4.634107,1404.7434342877768,7.1591182579843595,0.0009206988783111904
COSMOS 1831,17586,12,-2527.0497,-341.2918,-7345.589,-5.778584,-3.632103,2.152599,1404.6117467333934,7.156667360054259,0.0009203992680139721
COSMOS 1831,17586,24,-4483.69,-3345.6604,5411.5138,4.691721,1.89366,5.05597,1412.4054973268994,7.1526936728998125,0.0009189671121922537
COSMOS 1832,17587,1,2820.4743,3332.7167,6443.8071,2.465932,5.468093,-3.89709,1412.6190696506847,7.153193143860509,0.0009190060664391599
COSMOS 1832,17587,6,-3894.5976,-6627.6748,-1205.1909,0.252749,-1.419717,7.013912,1410.159863794318,7.160617289091354,0.0009202506328664002
COSMOS 1832,17587,12,-1878.2641,-4863.2006,5772.0757,3.167663,4.36606,4.70767,1406.8823590820439,7.159519930419148,0.0009204973281781707
COSMOS 1832,17587,24,3953.0913,6329.1723,2234.6219,0.261276,2.240783,-6.787241,1418.6654527124965,7.152343251924226,0.0009181836235898495
COSMOS 1833,17589,1,3573.6081,3477.6917,5204.6198,0.941055,5.825625,-4.538583,836.8486162784066,7.444610587635796,0.00103284780021915
COSMOS 1833,17589,6,3033.7196,1242.9956,6420.5184,2.22781,6.696386,-2.357914,838.1295728251462,7.440731233453605,0.0010321261614580327
COSMOS 1833,17589,12,-3447.1176,-2503.5893,-5862.5707,-1.610252,-6.25948,3.609841,876.0900604175431,7.403036770081924,0.0010215185279007551
COSMOS 1833,17589,24,-3872.0246,-4595.115,-4054.2966,-0.219424,-4.791819,5.64065,877.791436301759,7.404499216222324,0.0010214805159299775
COSMOS 1842,17911,1,3552.6944,5370.6572,2120.2843,0.43852,2.57154,-7.214965,408.4691364833043,7.672081706631193,0.0011316640805021662
COSMOS 1842,17911,6,705.6292,2732.9628,-6175.2126,-3.977518,-5.795781,-3.024599,418.7164071318357,7.652445749633642,0.0011270641203210794
COSMOS 1842,17911,12,2910.3775,5457.1121,-2792.2797,-2.432803,-2.23179,-6.916567,414.80839602067954,7.664092647300005,0.0011294295683023363
COSMOS 1842,17911,24,2457.1437,2490.8669,5800.1706,3.085725,5.887664,-3.829507,402.76941333772174,7.671467266147331,0.0011325255995638145
COSMOS 1844,17973,1,-4071.3699,5510.84,2350.9424,-3.40181,0.293077,-6.575233,872.7794373064517,7.408906424589124,0.0010227956950804224
COSMOS 1844,17973,6,-2703.8771,5127.3822,4341.409,-4.572337,2.178543,-5.406375,871.1565643157874,7.408185060123903,0.001022925283972206
COSMOS 1844,17973,12,3545.9074,-5471.4161,-3064.2052,3.866452,-1.01563,6.285434,833.1104195050348,7.449002344848604,0.0010339933608847149
COSMOS 1844,17973,24,4716.406,-5446.7448,-135.9473,1.933929,1.488424,7.037376,835.2470219622865,7.448499737946763,0.0010336170429970232
USA 22,17997,1,4054.5971,3330.7701,4561.1811,-6.31162,0.752047,4.376022,581.5650036069155,7.71697416472888,0.0011099463522779573
USA 22,17997,6,6043.1758,2734.315,2626.3813,-4.139229,2.110413,5.923661,763.0262826765875,7.528400851969228,0.0010552807844639279
USA 22,17997,12,-4259.1626,-3512.2793,-5045.124,5.482498,-1.130556,-4.488051,1107.6260843702594,7.174854909176979,0.0009593814195593842
USA 22,17997,24,-2313.5059,-3644.9065,-6264.8963,6.502285,-0.160273,-2.706992,1237.3229816320736,7.0450836292990875,0.0009259706306248102
USA 23,18009,1,-5585.0875,3288.7232,-4268.8301,-4.406236,-1.737755,5.082403,1389.9157379487442,6.947339662210997,0.0008951700929106106
USA 23,18009,6,-1586.5787,3796.6784,-6745.1961,-6.550589,0.425128,1.816467,1530.2447925485421,6.811057364711738,0.0008620233322140669
USA 23,18009,12,-210.3955,-3051.6827,6010.1597,7.8306,-1.430542,-0.56829,372.81592182079294,7.980457399038228,0.0011833741447799702
USA 23,18009,24,-3444.3684,-2034.187,5557.1705,6.770253,-3.02676,2.632163,476.1698089033698,7.869300085787681,0.0011492777754036764
USA 24,18010,1,-6616.6289,2600.7652,-2829.6421,-2.961975,-2.492751,5.897649,1280.838474506546,7.054740758938418,0.0009219667642544384
USA 24,18010,6,-3263.8396,3738.0906,-6122.6934,-6.048973,-0.485615,3.139115,1510.20198565803,6.832271896388419,0.0008669073459634175
USA 24,18010,12,1759.3942,-3241.6955,5640.1729,7.604547,-0.257891,-2.430487,368.1103276032136,7.987672370613295,0.0011852710494879427
USA 24,18010,24,-1789.5343,-2675.5641,5962.3445,7.565977,-2.209866,1.012538,404.7382033816466,7.946870384241145,0.0011728420056540863
USA 25,18025,1,-399.9515,-3021.929,6003.6011,7.761837,-1.81591,-0.497077,362.145049032767,7.986909808342523,0.0011862078939603215
